id,key,value,type
227123294,zip_right,15330,tiger
227123294,name_base_1,Sr1055,tiger
227352517,waterway,dam,unspecified
227389143,name,Saige Court,unspecified
227389143,source,bing,unspecified
227389143,highway,residential,unspecified
227389143,name,TIGER2012,source
227502459,building,yes,unspecified
227540779,name,Moon Beam Lane,unspecified
227540779,source,bing,unspecified
227540779,highway,residential,unspecified
227540779,name,TIGER2012,source
227546319,building,yes,unspecified
227546319,levels,1,building
227568607,building,yes,unspecified
227568607,city,"Pittsburgh, PA",addr
227568607,street,Wood Street,addr
227568607,postcode,15221,addr
227568607,levels,3,building
227568607,housenumber,1108,addr
227643832,ref,PA 201,unspecified
227643832,name,Rostraver Road,unspecified
227643832,lanes,1,unspecified
227643832,oneway,yes,unspecified
227643832,highway,trunk,unspecified
227643832,cfcc,A31,tiger
227643832,zip_left,15012,tiger
227643832,name_base,Rostraver,tiger
227643832,name_type,Rd,tiger
227643832,zip_right,15012,tiger
227643832,name_base_1,State Route 201,tiger
227643832,name_base_2,State Route 201,tiger
227643832,name_type_1,Rd,tiger
227643832,old_ref_legislative,118,unspecified
227904024,ref,PA 906,unspecified
227904024,name,East Schoonmaker Avenue,unspecified
227904024,lanes,2,unspecified
227904024,oneway,yes,unspecified
227904024,highway,secondary,unspecified
227904024,cfcc,A35,tiger
227904024,name_base,Schoonmaker,tiger
227904024,name_type,Ave,tiger
227904024,name_base_1,State Route 906,tiger
227904024,name_direction_prefix,E,tiger
228124252,landuse,grass,unspecified
228524974,building,residential,unspecified
228524974,street,Timberglen Drive,addr
228524974,postcode,15090,addr
228524974,housenumber,2636,addr
228525009,building,residential,unspecified
228525009,street,Timberglen Drive,addr
228525009,postcode,15090,addr
228525009,housenumber,2633,addr
228646691,highway,service,unspecified
228646691,service,driveway,unspecified
228696787,building,yes,unspecified
228701744,highway,service,unspecified
228701744,service,parking_aisle,unspecified
228702781,highway,service,unspecified
228702781,service,parking_aisle,unspecified
228727477,highway,service,unspecified
228796797,highway,service,unspecified
228796797,service,driveway,unspecified
228921170,lanes,1,unspecified
228921170,oneway,yes,unspecified
228921170,highway,motorway_link,unspecified
228998215,highway,service,unspecified
229037340,natural,wood,unspecified
229068696,power,minor_line,unspecified
229175955,name,Reichold Road,unspecified
229175955,lanes,2,unspecified
229175955,highway,residential,unspecified
229175955,cfcc,A41,tiger
229175955,reviewed,no,tiger
229175955,zip_left,15090,tiger
229175955,name_base,Reichold,tiger
229175955,name_type,Rd,tiger
229175955,zip_right,15090,tiger
229202256,amenity,parking,unspecified
229337969,highway,service,unspecified
229337969,service,driveway,unspecified
229514140,highway,track,unspecified
229566824,oneway,yes,unspecified
229566824,highway,service,unspecified
229566859,highway,service,unspecified
229566859,service,parking_aisle,unspecified
229642742,landuse,farmland,unspecified
229658403,landuse,farmland,unspecified
229825834,hgv,yes,unspecified
229825834,ref,US 19,unspecified
229825834,name,Perry Highway,unspecified
229825834,lanes,4,unspecified
229825834,highway,primary,unspecified
229825834,maxspeed,45 mph,unspecified
229825834,hgv,PennDOT ftp://ftp.dot.state.pa.us/public/Bureaus/BOMO/MC/Publication411.pdf,source
229825834,cfcc,A25,tiger
229825834,county,"Butler, PA",tiger
229825834,zip_left,16063,tiger
229825834,name_base,Route 19,tiger
229825834,zip_right,16063,tiger
229825834,centre_turn_lane,no,unspecified
229825834,name_base_1,Perry,tiger
229825834,name_base_2,United States Highway 19,tiger
229825834,name_type_1,Hwy,tiger
229825834,old_ref_legislative,246,unspecified
229924140,highway,service,unspecified
229924175,highway,service,unspecified
229924175,service,parking_aisle,unspecified
229924210,building,yes,unspecified
229962183,highway,service,unspecified
229962183,service,parking_aisle,unspecified
230028922,landuse,reservoir,unspecified
230037857,highway,footway,unspecified
230037916,highway,footway,unspecified
230037956,highway,service,unspecified
230052252,building,yes,unspecified
230052326,highway,service,unspecified
230052326,service,driveway,unspecified
230060743,highway,service,unspecified
230060743,service,parking_aisle,unspecified
230071309,highway,service,unspecified
230071309,service,parking_aisle,unspecified
230270721,highway,service,unspecified
230307657,highway,service,unspecified
230307657,service,parking_aisle,unspecified
230331719,highway,service,unspecified
230331719,service,driveway,unspecified
230335722,waterway,stream,unspecified
230348244,highway,service,unspecified
230348244,service,parking_aisle,unspecified
230410741,highway,footway,unspecified
230454853,highway,footway,unspecified
230462283,highway,service,unspecified
230462283,service,parking_aisle,unspecified
230475205,name,CVS Pharmacy,unspecified
230475205,phone,724-935-7890,unspecified
230475205,amenity,pharmacy,unspecified
230475205,building,yes,unspecified
230475205,city,Wexford,addr
230475205,street,Perry Highway,addr
230475205,housenumber,11240,addr
230490517,name,North Park Boathouse,unspecified
230490517,building,yes,unspecified
230509335,highway,service,unspecified
230509335,service,parking_aisle,unspecified
230509372,highway,service,unspecified
230509372,service,parking_aisle,unspecified
230511441,highway,footway,unspecified
230533098,building,warehouse,unspecified
230552568,building,house,unspecified
230750587,highway,footway,unspecified
230912197,highway,footway,unspecified
230995565,name,Chislett Street,unspecified
230995565,oneway,no,unspecified
230995565,source,Yahoo,unspecified
230995565,highway,residential,unspecified
230995565,cfcc,A41,tiger
230995565,reviewed,no,tiger
230995565,zip_left,15206,tiger
230995565,name_base,Chislett,tiger
230995565,name_type,St,tiger
230995565,zip_right,15206,tiger
231092394,waterway,stream,unspecified
231121869,highway,path,unspecified
231145051,name,Millstone Lane,unspecified
231145051,access,private,unspecified
231145051,highway,service,unspecified
231145051,cfcc,A74,tiger
231145051,reviewed,no,tiger
231145051,name_base,Millstone,tiger
231145051,name_type,Ln,tiger
231175383,highway,service,unspecified
231175383,service,driveway,unspecified
231236153,highway,footway,unspecified
231256293,highway,track,unspecified
231503679,lanes,1,unspecified
231503679,oneway,yes,unspecified
231503679,highway,trunk_link,unspecified
231513011,power,line,unspecified
231595574,amenity,parking,unspecified
231610215,highway,service,unspecified
231738430,hgv,no,unspecified
231738430,hov,designated,unspecified
231738430,psv,yes,unspecified
231738430,foot,no,unspecified
231738430,name,Restricted Lane,unspecified
231738430,goods,no,unspecified
231738430,horse,no,unspecified
231738430,lanes,1,unspecified
231738430,layer,2,unspecified
231738430,noref,yes,unspecified
231738430,access,hov,unspecified
231738430,bridge,yes,unspecified
231738430,oneway,reversible,unspecified
231738430,bicycle,no,unspecified
231738430,highway,motorway,unspecified
231738430,maxspeed,50 mph,unspecified
231738430,sidewalk,none,unspecified
231738430,emergency,yes,unspecified
231738430,penndot,SR 6579,ref
231738430,agricultural,no,unspecified
231792384,landuse,residential,unspecified
231865282,name,Tree Farm Road,unspecified
231865282,highway,residential,unspecified
231865282,cfcc,A41,tiger
231865282,reviewed,no,tiger
231865282,zip_left,15238,tiger
231865282,name_base,Tree Farm,tiger
231865282,name_type,Rd,tiger
231865282,zip_right,15238,tiger
231874795,name,Kuketz Lane,unspecified
231874795,lanes,2,unspecified
231874795,highway,residential,unspecified
231955468,name,Firth Road,unspecified
231955468,layer,-5,unspecified
231955468,highway,residential,unspecified
231955468,cfcc,A41,tiger
231955468,reviewed,no,tiger
231955468,name_base,Firth,tiger
231955468,name_type,Rd,tiger
231955508,source,bing,unspecified
231955508,highway,service,unspecified
231955544,oneway,yes,unspecified
231955544,highway,tertiary_link,unspecified
232036872,natural,water,unspecified
232052090,name,Northside Sportsman Association,unspecified
232052090,sport,shooting,unspecified
232052090,leisure,sports_centre,unspecified
232113224,highway,service,unspecified
232113224,service,parking_aisle,unspecified
232185646,landuse,basin,unspecified
232244108,natural,wood,unspecified
232374562,highway,footway,unspecified
232404126,natural,wood,unspecified
232475146,name,12th Street,unspecified
232475146,highway,residential,unspecified
232475146,cfcc,A41,tiger
232475146,reviewed,no,tiger
232475146,zip_left,15139,tiger
232475146,name_base,Dean,tiger
232475146,name_type,Dr,tiger
232837624,foot,yes,unspecified
232837624,name,Steel Valley Trail,unspecified
232837624,bicycle,yes,unspecified
232837624,highway,cycleway,unspecified
232837624,surface,paved,unspecified
232837624,segregated,yes,unspecified
232837624,motor_vehicle,no,unspecified
232872413,highway,service,unspecified
232872413,service,driveway,unspecified
233155768,highway,service,unspecified
233155768,service,driveway,unspecified
233189968,highway,service,unspecified
233189968,service,parking_aisle,unspecified
233194041,highway,service,unspecified
233194041,service,parking_aisle,unspecified
233194861,highway,service,unspecified
233194861,service,parking_aisle,unspecified
233197883,highway,service,unspecified
233574666,highway,service,unspecified
233574666,service,parking_aisle,unspecified
234878151,building,yes,unspecified
234878186,highway,service,unspecified
234878186,service,parking_aisle,unspecified
234878186,surface,asphalt,unspecified
234968502,name,Rich Hill Road,unspecified
234968502,layer,1,unspecified
234968502,bridge,yes,unspecified
234968502,highway,tertiary,unspecified
234968502,cfcc,A41,tiger
234968502,reviewed,no,tiger
234968502,zip_left,15024,tiger
234968502,name_base,Rich Hill,tiger
234968502,name_type,Rd,tiger
234968502,zip_right,15024,tiger
234972904,highway,service,unspecified
234972904,service,parking_aisle,unspecified
235196095,highway,service,unspecified
235196095,service,parking_aisle,unspecified
235229311,building,yes,unspecified
235238158,highway,service,unspecified
235249113,highway,service,unspecified
235249113,service,parking_aisle,unspecified
235481881,name,Bobcat of Pittsburgh,unspecified
235481881,building,yes,unspecified
235507205,building,yes,unspecified
235555026,aeroway,taxiway,unspecified
235885260,name,Severn Drive,unspecified
235885260,highway,residential,unspecified
236023400,building,yes,unspecified
236502211,name,Country Manor Motel,unspecified
236502211,tourism,motel,unspecified
236502211,building,yes,unspecified
237133784,name,Lavender Heights Court,unspecified
237133784,oneway,no,unspecified
237133784,highway,residential,unspecified
237133784,maxspeed,25 mph,unspecified
237456238,name,William McKinley Soccer Field,unspecified
237456238,sport,soccer,unspecified
237456238,leisure,pitch,unspecified
237456238,operator,Municipality of Penn Hills,unspecified
237456238,city,Penn Hills,addr
237456238,street,7th Street & North Avenue,addr
237456238,postcode,15147,addr
237665590,name,Auto Race,unspecified
237665590,highway,raceway,unspecified
237665590,wikipedia,en:Auto Race (ride),unspecified
237665625,layer,-1,unspecified
237665625,tunnel,yes,unspecified
237665625,highway,footway,unspecified
237999077,building,yes,unspecified
238254498,name,Parkview Boulevard,unspecified
238254498,highway,residential,unspecified
238254498,sidewalk,both,unspecified
238254498,sidewalk,bing,source
239168689,highway,footway,unspecified
239441715,highway,service,unspecified
239441715,service,driveway,unspecified
239629998,name,Sheetz,unspecified
239629998,amenity,fuel,unspecified
239629998,building,yes,unspecified
239633355,highway,footway,unspecified
239933528,highway,footway,unspecified
239951196,highway,footway,unspecified
239951196,surface,concrete,unspecified
240504084,highway,service,unspecified
240985690,building,yes,unspecified
242346123,name,Diamond Park,unspecified
242346123,leisure,park,unspecified
242449225,building,yes,unspecified
242555318,highway,residential,unspecified
242555318,cfcc,A41,tiger
242555318,county,"Ohio, WV",tiger
242555318,reviewed,no,tiger
242719609,source,Bing,unspecified
242719609,highway,service,unspecified
242753810,sport,baseball,unspecified
242753810,source,Bing,unspecified
242753810,leisure,pitch,unspecified
242794751,highway,service,unspecified
242794751,service,alley,unspecified
242897768,highway,service,unspecified
243013114,oneway,yes,unspecified
243013114,highway,service,unspecified
243123640,name,Oak Point Drive,unspecified
243123640,highway,residential,unspecified
243123869,building,yes,unspecified
243246587,building,yes,unspecified
243361893,highway,service,unspecified
243361893,service,driveway,unspecified
243520831,name,Sears,unspecified
243520831,shop,department_store,unspecified
243520831,building,yes,unspecified
243520831,opening_hours,Mo-Fr 10:00-21:00; Sa 09:00-21:00; Su 10:00-18:00,unspecified
243520831,levels,2,building
243692617,building,yes,unspecified
243696570,highway,service,unspecified
243819782,highway,service,unspecified
243819782,service,driveway,unspecified
243871082,highway,service,unspecified
243871082,service,alley,unspecified
243881901,building,yes,unspecified
243976640,building,yes,unspecified
243995277,shop,mall,unspecified
243995277,building,retail,unspecified
244033220,name,Dehaven Avenue,unspecified
244033220,name_1,Dehaven Drive,unspecified
244033220,highway,residential,unspecified
244033220,cfcc,A41,tiger
244033220,reviewed,no,tiger
244033220,zip_left,15116,tiger
244033220,name_base,Dehaven,tiger
244033220,name_type,Ave,tiger
244033220,zip_right,15116,tiger
244033220,name_base_1,Dehaven,tiger
244033220,name_type_1,Dr,tiger
244228472,natural,scrub,unspecified
244256543,highway,service,unspecified
244256543,service,driveway,unspecified
244499676,building,yes,unspecified
244791109,name,Town Center Way,unspecified
244791109,oneway,yes,unspecified
244791109,highway,residential,unspecified
244795041,oneway,yes,unspecified
244795041,highway,service,unspecified
244795041,surface,paved,unspecified
244813308,building,yes,unspecified
244813346,name,West Birch Street,unspecified
244813346,highway,residential,unspecified
244813346,cfcc,A41,tiger
244813346,county,"Butler, PA",tiger
244813346,reviewed,no,tiger
244813346,zip_left,16001,tiger
244813346,name_base,Birch,tiger
244813346,name_type,St,tiger
244813346,zip_right,16001,tiger
244813346,name_direction_prefix,W,tiger
244907870,building,yes,unspecified
245018139,name,Wessex Hills Drive,unspecified
245018139,highway,residential,unspecified
245018139,cfcc,A41,tiger
245018139,reviewed,no,tiger
245018139,zip_left,15108,tiger
245018139,name_base,Wessex Hills,tiger
245018139,name_type,Dr,tiger
245018139,zip_right,15108,tiger
245104108,highway,service,unspecified
245146085,sport,multi,unspecified
245146085,leisure,pitch,unspecified
245272435,name,Teeter Way,unspecified
245272435,highway,service,unspecified
245272435,service,alley,unspecified
245304841,highway,service,unspecified
245304841,service,driveway,unspecified
245391508,name,Ridgeway Street,unspecified
245391508,highway,residential,unspecified
245391508,cfcc,A41,tiger
245391508,reviewed,no,tiger
245391508,name_base,Ridgeway,tiger
245391508,name_type,St,tiger
245394789,highway,unclassified,unspecified
245394789,cfcc,A41,tiger
245394789,reviewed,no,tiger
245397277,name,Southway Drive,unspecified
245397277,highway,residential,unspecified
246235742,source,Bing,unspecified
246235742,building,yes,unspecified
246279059,name,West View Drive,unspecified
246279059,highway,residential,unspecified
246513844,name,North 8th Street,unspecified
246513844,highway,residential,unspecified
246513844,cfcc,A41,tiger
246513844,reviewed,no,tiger
246513844,zip_left,15697,tiger
246513844,name_base,8th,tiger
246513844,name_type,St,tiger
246513844,zip_right,15697,tiger
246513844,name_direction_prefix,N,tiger
246737757,ref,PA 130,unspecified
246737757,lanes,1,unspecified
246737757,layer,0,unspecified
246737757,oneway,yes,unspecified
246737757,highway,secondary,unspecified
246737757,old_ref,993,unspecified
246737757,cfcc,A35,tiger
246737757,reviewed,no,tiger
246737757,name_base,State Route 130,tiger
247148567,name,Beagle Court,unspecified
247148567,highway,residential,unspecified
247351745,name,Carnot Road,unspecified
247351745,highway,unclassified,unspecified
247351745,service,driveway,unspecified
247357652,access,private,unspecified
247357652,oneway,yes,unspecified
247357652,highway,service,unspecified
247357652,service,driveway,unspecified
247488393,highway,residential,unspecified
247613958,highway,service,unspecified
247884877,name,Aesthetic Way,unspecified
247884877,oneway,-1,unspecified
247884877,highway,residential,unspecified
247905507,foot,permissive,unspecified
247905507,source,Bing,unspecified
247905507,highway,footway,unspecified
247905507,surface,paved,unspecified
247936334,access,destination,unspecified
247936334,source,Bing,unspecified
247936334,amenity,parking,unspecified
247936334,parking,surface,unspecified
248130078,power,line,unspecified
248396952,name,Giant Steps Lift,unspecified
248396952,aerialway,chair_lift,unspecified
248396952,occupancy,3,aerialway
248562987,source,Bing,unspecified
248562987,building,yes,unspecified
248620722,name,North Dakota Lane,unspecified
248620722,source,bing,unspecified
248620722,highway,residential,unspecified
248620722,name,TIGER2012,source
248990177,highway,footway,unspecified
249134788,building,yes,unspecified
249352916,name,Grandview Crossing,unspecified
249352916,lanes,2,unspecified
249352916,oneway,yes,unspecified
249352916,highway,unclassified,unspecified
249352916,name,Tiger 2012 Data,source
249475137,name,Morris Street,unspecified
249475137,highway,service,unspecified
249475137,cfcc,A41,tiger
249475137,county,"Beaver, PA",tiger
249475137,reviewed,no,tiger
249475137,zip_left,16115,tiger
249475137,name_base,Morris,tiger
249475137,name_type,St,tiger
249487738,lanes,1,unspecified
249487738,oneway,yes,unspecified
249487738,highway,trunk_link,unspecified
249866812,ref,PA 910;Orange Belt,unspecified
249866812,name,Gibsonia Road,unspecified
249866812,lanes,2,unspecified
249866812,layer,1,unspecified
249866812,bridge,yes,unspecified
249866812,highway,secondary,unspecified
249866812,maxspeed,35 mph,unspecified
249866812,cfcc,A31,tiger
249866812,name,Tiger 2012 Data,source
249866812,name_base_1,State Route 910,tiger
250150337,highway,footway,unspecified
250447801,name,Starkdale Road,unspecified
250447801,highway,residential,unspecified
250447801,cfcc,A41,tiger
250447801,county,"Jefferson, OH",tiger
250447801,reviewed,no,tiger
250447801,zip_left,43953,tiger
250447801,name_base,Starkdale,tiger
250447801,name_type,Rd,tiger
250447801,zip_right,43953,tiger
250475263,name,Juanita Street,unspecified
250475263,highway,residential,unspecified
250475263,cfcc,A41,tiger
250475263,county,"Jefferson, OH",tiger
250475263,reviewed,no,tiger
250475263,zip_left,43952,tiger
250475263,name_base,Juanita,tiger
250475263,name_type,St,tiger
250475263,zip_right,43952,tiger
250682372,building,yes,unspecified
251046927,building,yes,unspecified
251046962,building,yes,unspecified
251067332,building,yes,unspecified
251225068,name,Grant Street,unspecified
251225068,highway,residential,unspecified
251225068,cfcc,A41,tiger
251225068,county,"Columbiana, OH",tiger
251225068,reviewed,no,tiger
251225068,zip_left,43920,tiger
251225068,name_base,Grant,tiger
251225068,name_type,St,tiger
251225068,zip_right,43920,tiger
251274802,highway,service,unspecified
251274802,service,parking_aisle,unspecified
251275052,highway,service,unspecified
251275052,service,parking_aisle,unspecified
251276878,fee,no,unspecified
251276878,access,customers,unspecified
251276878,amenity,parking,unspecified
251285028,leisure,playground,unspecified
251349608,oneway,no,unspecified
251349608,highway,service,unspecified
251349608,surface,asphalt,unspecified
251393603,oneway,yes,unspecified
251393603,highway,residential,unspecified
251393603,cfcc,A41,tiger
251393603,county,"Brooke, WV",tiger
251393603,reviewed,no,tiger
251434574,highway,service,unspecified
251437998,name,The Beach House,unspecified
251437998,amenity,restaurant,unspecified
251437998,building,yes,unspecified
251795966,building,residential,unspecified
251852334,highway,service,unspecified
251852334,service,driveway,unspecified
251852403,highway,service,unspecified
251852403,service,driveway,unspecified
251870091,highway,service,unspecified
251870091,service,driveway,unspecified
251870091,surface,unpaved,unspecified
251872638,name,Interfaith Chapel,unspecified
251872638,building,university,unspecified
251878831,access,private,unspecified
251878831,highway,service,unspecified
251878831,cfcc,A74,tiger
251878831,county,"Ohio, WV",tiger
251878831,reviewed,no,tiger
251930427,highway,service,unspecified
251930427,service,driveway,unspecified
251979793,highway,service,unspecified
251979793,service,driveway,unspecified
252018704,highway,service,unspecified
252018704,service,driveway,unspecified
252049371,highway,service,unspecified
252049371,service,driveway,unspecified
252077316,name,Wheeling Heritage Trail,unspecified
252077316,layer,1,unspecified
252077316,bridge,yes,unspecified
252077316,highway,cycleway,unspecified
252281006,highway,service,unspecified
252281006,service,driveway,unspecified
252287581,highway,service,unspecified
252287581,service,driveway,unspecified
252535742,highway,service,unspecified
252535742,service,parking_aisle,unspecified
252575349,source,bing,unspecified
252575349,highway,residential,unspecified
252686622,waterway,stream,unspecified
252807218,building,yes,unspecified
252830634,highway,service,unspecified
252895426,sport,baseball,unspecified
252895426,leisure,pitch,unspecified
252895513,highway,service,unspecified
253168398,waterway,stream,unspecified
253220469,highway,service,unspecified
253220469,service,driveway,unspecified
253243742,name,Oakford Park Road,unspecified
253243742,lanes,2,unspecified
253243742,highway,tertiary,unspecified
253243742,cfcc,A41,tiger
253243742,reviewed,no,tiger
253243742,name_base,Oakford Park,tiger
253243742,name_type,Rd,tiger
253313216,highway,service,unspecified
253313216,service,driveway,unspecified
253314646,highway,service,unspecified
253603667,building,residential,unspecified
253603723,highway,service,unspecified
253603723,service,driveway,unspecified
253700656,highway,service,unspecified
253700656,service,driveway,unspecified
253757940,highway,service,unspecified
253757940,service,driveway,unspecified
253841789,highway,service,unspecified
253841789,service,driveway,unspecified
253993952,name,Allegheny Observatory,unspecified
253993952,image,http://en.wikipedia.org/wiki/File:Allegheny_Observatory_2007a.jpg,unspecified
253993952,website,http://www.pitt.edu/~aobsvtry/,unspecified
253993952,building,yes,unspecified
253993952,heritage,yes,unspecified
253993952,historic,building,unspecified
253993952,wikipedia,en:Allegheny Observatory,unspecified
253993952,street,Riverview Avenue,addr
253993952,housenumber,159,addr
254090656,foot,private,unspecified
254090656,access,private,unspecified
254090656,highway,footway,unspecified
254090656,surface,paved,unspecified
254090656,motor_vehicle,private,unspecified
254265955,name,Timberglen Drive,unspecified
254265955,lanes,1,unspecified
254265955,width,4 m,unspecified
254265955,highway,residential,unspecified
254265955,surface,asphalt,unspecified
254265955,cfcc,A41,tiger
254265955,reviewed,no,tiger
254265955,zip_left,15090,tiger
254265955,name_base,Timberglen,tiger
254265955,name_type,Dr,tiger
254265955,zip_right,15090,tiger
254383801,building,yes,unspecified
254383801,wikipedia,en:RIDC Westmoreland,unspecified
254389626,building,yes,unspecified
254452736,highway,service,unspecified
254452736,service,alley,unspecified
254818374,building,residential,unspecified
255214594,highway,service,unspecified
255214594,service,parking_aisle,unspecified
255349164,sport,multi,unspecified
255349164,leisure,pitch,unspecified
255352441,building,residential,unspecified
255352478,highway,service,unspecified
255352478,service,driveway,unspecified
255362810,building,yes,unspecified
255409948,highway,service,unspecified
255455784,name,Victor Way,unspecified
255455784,highway,service,unspecified
255455784,cfcc,A73,tiger
255455784,reviewed,no,tiger
255455784,name_base,Victor,tiger
255455784,name_type,Way,tiger
255471101,name,Mestaland Avenue,unspecified
255471101,name_1,Conway Street,unspecified
255471101,highway,unclassified,unspecified
255477973,sport,multi,unspecified
255477973,leisure,pitch,unspecified
255542822,name,Dunkin' Donuts,unspecified
255542822,amenity,fast_food,unspecified
255542822,building,yes,unspecified
255542859,source,Bing,unspecified
255542859,building,yes,unspecified
255542894,source,Bing,unspecified
255542894,building,yes,unspecified
255542931,source,Bing,unspecified
255542931,building,yes,unspecified
255542968,source,Bing,unspecified
255542968,building,yes,unspecified
255543008,source,Bing,unspecified
255543008,building,yes,unspecified
255543047,source,Bing,unspecified
255543047,building,yes,unspecified
255543083,source,Bing,unspecified
255543083,building,yes,unspecified
255552698,source,Bing,unspecified
255552698,building,yes,unspecified
255552733,source,Bing,unspecified
255552733,building,yes,unspecified
255552774,source,Bing,unspecified
255552774,building,yes,unspecified
255552810,source,Bing,unspecified
255552810,building,yes,unspecified
255558612,source,Bing,unspecified
255558612,building,yes,unspecified
255558651,source,Bing,unspecified
255558651,building,yes,unspecified
255558712,source,Bing,unspecified
255558712,building,yes,unspecified
255566513,source,Bing,unspecified
255566513,building,yes,unspecified
255566548,building,house,unspecified
255566548,source,Bing,unspecified
255566583,source,Bing,unspecified
255566583,building,yes,unspecified
255566623,housenumber,457,addr
255566623,street,Perry Highway,addr
255566623,amenity,fire_station,unspecified
255566623,building,yes,unspecified
255566623,name,West View Tax Office,unspecified
255566623,office,government,unspecified
255566623,source,Bing,unspecified
255588961,source,Bing,unspecified
255588961,building,yes,unspecified
255588996,source,Bing,unspecified
255588996,building,yes,unspecified
255589033,source,Bing,unspecified
255589033,building,yes,unspecified
255589070,name,Avalon Arms,unspecified
255589070,building,apartments,unspecified
255589070,levels,8,building
255589070,geometry,Bing,source
255589070,material,brick,building
255589118,source,Bing,unspecified
255589118,building,commercial,unspecified
255589153,source,Bing,unspecified
255589153,building,yes,unspecified
255589193,source,Bing,unspecified
255589193,building,yes,unspecified
255589236,source,Bing,unspecified
255589236,building,yes,unspecified
255589271,source,Bing,unspecified
255589271,building,yes,unspecified
255607057,source,Bing,unspecified
255607057,building,yes,unspecified
255607092,source,Bing,unspecified
255607092,building,yes,unspecified
255607127,source,Bing,unspecified
255607127,building,yes,unspecified
255607163,source,Bing,unspecified
255607163,building,yes,unspecified
255607202,source,Bing,unspecified
255607202,building,yes,unspecified
255625245,NHS,yes,unspecified
255625245,hgv,yes,unspecified
255625245,ref,PA 28,unspecified
255625245,name,Allegheny Valley Expressway,unspecified
255625245,lanes,2,unspecified
255625245,oneway,yes,unspecified
255625245,highway,motorway,unspecified
255625245,old_name,East Ohio Street,unspecified
255625245,hgv,PennDOT ftp://ftp.dot.state.pa.us/public/Bureaus/BOMO/MC/Publication411.pdf,source
255625245,cfcc,A25,tiger
255625245,zip_left,15223,tiger
255625245,name_base,Ohio,tiger
255625245,name_type,St,tiger
255625245,zip_right,15223,tiger
255625245,name_base_1,State Route 28,tiger
255625245,old_ref_legislative,70,unspecified
255625245,name_direction_prefix,E,tiger
256269869,highway,service,unspecified
256269869,service,driveway,unspecified
256422993,highway,footway,unspecified
256488445,source,Bing,unspecified
256488445,highway,service,unspecified
256488445,service,driveway,unspecified
256491891,name,Giant Boulder Slope,unspecified
256491891,type,downhill,piste
256491891,difficulty,intermediate,piste
256567334,wood,coniferous,unspecified
256567334,landuse,forest,unspecified
256587311,area,no,unspecified
256650182,name,Sunrise Lift,unspecified
256650182,aerialway,chair_lift,unspecified
256650182,occupancy,3,aerialway
256747766,name,McCune Dining Hall,unspecified
256747766,building,school,unspecified
256778324,sport,basketball,unspecified
256778324,leisure,pitch,unspecified
256781984,golf,bunker,unspecified
256781984,natural,sand,unspecified
256783748,sport,tennis,unspecified
256783748,leisure,pitch,unspecified
256794055,name,Pennsylvania Avenue,unspecified
256794055,oneway,no,unspecified
256794055,highway,residential,unspecified
256794055,surface,asphalt,unspecified
256794055,maxspeed,25 mph,unspecified
256794055,old_name,8th Street,unspecified
256794055,cfcc,A41,tiger
256794055,county,"Washington, PA",tiger
256794055,zip_left,15419,tiger
256794055,name_base,Pennsylvania,tiger
256794055,name_type,Ave,tiger
256794055,zip_right,15419,tiger
256899657,name,California Borough Ballfield #2,unspecified
256899657,sport,baseball,unspecified
256899657,leisure,pitch,unspecified
256916251,foot,yes,unspecified
256916251,bicycle,yes,unspecified
256916251,highway,footway,unspecified
256916251,surface,concrete,unspecified
256916251,motor_vehicle,no,unspecified
256916286,foot,yes,unspecified
256916286,access,yes,unspecified
256916286,bicycle,yes,unspecified
256916286,highway,footway,unspecified
256916286,surface,concrete,unspecified
256916286,motor_vehicle,no,unspecified
256932563,water,reservoir,unspecified
256932563,natural,water,unspecified
256938111,leisure,playground,unspecified
256944943,horse,no,unspecified
256944943,bicycle,yes,unspecified
256944943,highway,footway,unspecified
256944943,surface,paved,unspecified
256948345,access,private,unspecified
256948345,oneway,no,unspecified
256948345,highway,service,unspecified
256948345,surface,paved,unspecified
256948345,motor_vehicle,private,unspecified
257039292,golf,bunker,unspecified
257039292,natural,sand,unspecified
257041722,golf,bunker,unspecified
257041722,natural,sand,unspecified
257044064,access,private,unspecified
257044064,leisure,swimming_pool,unspecified
257044563,golf,bunker,unspecified
257044563,natural,sand,unspecified
257045690,golf,bunker,unspecified
257045690,natural,sand,unspecified
257190036,golf,bunker,unspecified
257190036,natural,sand,unspecified
257208571,building,yes,unspecified
257355252,highway,footway,unspecified
257355252,surface,paved,unspecified
257394117,golf,bunker,unspecified
257394117,natural,sand,unspecified
257409413,building,school,unspecified
257412994,name,Frick Road,unspecified
257412994,oneway,no,unspecified
257412994,highway,residential,unspecified
257412994,cfcc,A41,tiger
257412994,reviewed,no,tiger
257412994,zip_left,15238,tiger
257412994,name_base,Worthington; Frick,tiger
257412994,name_type,Rd,tiger
257412994,zip_right,15238,tiger
257717637,building,yes,unspecified
257732652,landuse,grass,unspecified
257739710,foot,private,unspecified
257739710,access,private,unspecified
257739710,highway,footway,unspecified
257739710,surface,paved,unspecified
257845001,highway,steps,unspecified
257845001,incline,up,unspecified
257845001,surface,paved,unspecified
257989284,boundary,administrative,unspecified
257989284,admin_level,6,unspecified
257989284,authoritative,yes,unspecified
258060754,fee,no,unspecified
258060754,access,public,unspecified
258060754,amenity,parking,unspecified
258060754,parking,surface,unspecified
258060754,park_ride,no,unspecified
